,id,full_name,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,survey_response
1660,2009,Ann,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,205,Clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1661,1443,Matt,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,1/1/18,179,Clean,Very safe,Very satisfied,Value2
1662,1586,Matt,Wednesday,UNITED INTL,HONG KONG,Asia,    Hub,Gates 91-102,31/12/18,240,Clean,Very safe,Very satisfied,Value3
1663,1269,Matt,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub     ,Gates 1-12,31/12/18,165,Average,Neutral,Somewhat satsified,Value2
1664,733,Jennifer,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,155,Average,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1665,1615,Sam,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,230,Clean,Very safe,Somewhat satsified,Value2
1666,2139,Matt,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,31/12/18,153,Clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1667,361,George,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,31/12/18,145,Somewhat clean,Very safe,Somewhat satsified,Value3
1668,2034,Jennifer,Wednesday,UNITED,NEWARK,EAST US,Hub     ,Gates 70-90,31/12/18,90,Somewhat clean,Very safe,Somewhat satsified,Value3
1669,260,Sam,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,105,Clean,Very safe,Somewhat satsified,Value2
1670,3078,Sam,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,1/1/18,230,Somewhat clean,Neutral,Somewhat satsified,Value3
1672,1494,Matt,Wednesday,HAWAIIAN AIR,HONOLULU,West US,Medium,Gates 1-12,31/12/18,90,Somewhat clean,Very safe,Somewhat satsified,Value2
1673,1809,Jennifer,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,31/12/18,70,Somewhat clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1674,2614,Matt,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,31/12/18,165,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1675,822,Ann,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,31/12/18,156,Somewhat clean,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1676,225,Jennifer,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,160,Clean,Very safe,Somewhat satsified,Value3
1677,2187,Jennifer,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,31/12/18,195,Somewhat clean,Somewhat safe,Neutral,Value3
1678,1650,Sam,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,170,Clean,Somewhat safe,Somewhat satsified,Value2
1679,3270,George,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,31/12/18,130,Average,Very safe,Somewhat satsified,Value2
1680,2267,Sam,Saturday,UNITED,BAKERSFIELD,West US,Small,Gates 70-90,31/12/18,118,Somewhat clean,Very safe,Somewhat satsified,Value3
1681,388,Sam,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,100,Somewhat clean,Very safe,Somewhat satsified,Value2
1682,2744,Jennifer,Friday,UNITED,KAHULUI,West US,Small,Gates 60-69,31/12/18,92,Somewhat clean,Neutral,Somewhat satsified,Value3
1683,1057,Jennifer,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,31/12/18,295,Clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1684,2192,Matt,Thursday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,31/12/18,180,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1685,2644,Jennifer,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,31/12/18,120,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1687,1205,George,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,60,Clean,Somewhat safe,Somewhat satsified,Value3
1688,724,Jennifer,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,227,Somewhat clean,Very safe,Somewhat satsified,Value3
1689,2095,Ann,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,31/12/18,139,Clean,Very safe,Somewhat satsified,Value3
1690,1318,George,Tuesday,UNITED INTL,LONDON HEATHROW,eur,    Hub,Gates 91-102,31/12/18,140,Clean,Neutral,Somewhat satsified,Value2
1691,997,Matt,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,85,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
1692,1202,George,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,31/12/18,40,Average,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1693,1911,Jennifer,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,125,Average,Neutral,Neutral,Value2
1695,300,Matt,Thursday,UNITED,SAN DIEGO,West US,Medium,Gates 70-90,31/12/18,152,Somewhat clean,Very safe,Somewhat satsified,Value3
1696,2312,George,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,31/12/18,165,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
1697,3281,Matt,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,31/12/18,125,Somewhat clean,Very safe,Neutral,Value2
1698,830,Jennifer,Sunday,ALASKA,NASHVILLE,Midwest US,    Medium,Gates 50-59,31/12/18,246,Somewhat clean,Very safe,Somewhat unsatisfied,Value2
1699,2645,Sam,Tuesday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,31/12/18,120,Clean,Very safe,Very satisfied,Value2
1701,2866,Sam,Wednesday,UNITED,WASHINGTON DC-DULLES,East US,Medium,Gates 70-90,31/12/18,87,Somewhat clean,Very safe,Somewhat satsified,Value3
1702,400,Jennifer,Saturday,UNITED,PHOENIX,West US,    Hub,Gates 70-90,31/12/18,115,Clean,Very safe,Very satisfied,Value3
1703,1857,George,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,31/12/18,115,Somewhat clean,Somewhat safe,Neutral,Value2
1704,357,Sam,Friday,LUFTHANSA,FRANKFURT,Europe,Hub,Gates 91-102,31/12/18,150,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
1705,2615,Ann,Saturday,AEROMEXICO,MEXICO CITY,Canada/Mexico,    Hub,Gates 1-12,31/12/18,245,Average,Neutral,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1706,204,George,Wednesday,AMERICAN,LOS ANGELES,West US,Hub     ,Gates 50-59,31/12/18,130,Average,Very safe,Neutral,Value3
1707,2729,Sam,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,105,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1708,301,Ann,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,31/12/18,95,Average,Somewhat safe,Somewhat satsified,Value3
1709,2198,Matt,Thursday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,31/12/18,120,Average,Neutral,Neutral,Value3
1710,2492,Ann,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,56,Somewhat clean,Very safe,Somewhat satsified,Value3
1711,1390,Sam,Tuesday,UNITED INTL,PARIS-DE GAULLE,Europe,Hub,Gates 91-102,31/12/18,165,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1712,2509,Matt,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,31/12/18,75,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1713,1694,Matt,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,31/12/18,292,Clean,Very safe,Very satisfied,Value3
1714,1427,George,Saturday,UNITED,KANSAS CITY,Midwest US,Medium     ,Gates 70-90,31/12/18,60,Average,Somewhat safe,Neutral,Value2
1715,3247,Jennifer,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,425,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1716,969,George,Friday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,31/12/18,235,Somewhat clean,Somewhat safe,Neutral,Value3
1717,2064,George,Friday,UNITED,NEWARK,East US,Hub,Gates 70-90,31/12/18,135,Clean,Somewhat safe,Somewhat satsified,Value3
1718,1434,Jennifer,Wednesday,FRONTIER,DENVER,West US,Hub     ,Gates 20-39,1/1/18,209,Clean,Very unsafe,Somewhat satsified,Value3
1719,1066,Sam,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium,Gates 91-102,31/12/18,235,Clean,Very safe,Very satisfied,Value2
1720,267,Ann,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,175,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1721,2017,Sam,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,90,Somewhat clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1723,1768,Sam,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,31/12/18,95,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1724,1728,Matt,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,31/12/18,390,Somewhat clean,Somewhat safe,Neutral,Value2
1725,3049,Jennifer,Tuesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,80,Clean,Very safe,Very satisfied,Value2
1726,1408,Ann,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,31/12/18,169,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1727,2898,George,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,31/12/18,175,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1728,2511,Jennifer,Friday,ALASKA,SALT LAKE CITY,West US,    Medium,Gates 1-12,31/12/18,120,Average,Somewhat safe,Somewhat satsified,Value2
1730,3240,Jennifer,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,155,Somewhat clean,Very safe,Neutral,Value2
1731,4,Sam,Tuesday,SOUTHWEST,LOS ANGELES,West US,Hub     ,Gates 20-39,31/12/18,75,Somewhat clean,Somewhat safe,Neutral,Value2
1732,334,Sam,Wednesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,31/12/18,200,Somewhat clean,Somewhat safe,Neutral,Value2
1733,3113,Jennifer,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,31/12/18,110,Average,Very safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1734,1457,George,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,85,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1735,2652,Ann,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,31/12/18,80,Clean,Very safe,Somewhat satsified,Value2
1736,1391,Ann,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,31/12/18,105,Clean,Very safe,Very satisfied,Value3
1737,3187,Jennifer,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,31/12/18,345,Somewhat clean,Somewhat safe,Neutral,Value3
1738,3056,George,Tuesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,31/12/18,245,Somewhat clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1739,2891,Sam,Wednesday,UNITED,AUSTIN,Midwest US,    Medium,Gates 70-90,31/12/18,210,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1740,878,Matt,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,115,Clean,Very safe,Very satisfied,Value2
1741,1808,Ann,Monday,UNITED INTL,LONDON HEATHROW,eur,Hub     ,Gates 91-102,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
1742,2779,Ann,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,31/12/18,145,Clean,Very safe,Very satisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1743,604,Matt,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,282,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1744,2449,Ann,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,31/12/18,87,Average,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1746,1759,Matt,Monday,LUFTHANSA,MUNICH,eur,    Hub,Gates 91-102,31/12/18,295,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
1747,2396,Ann,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,31/12/18,125,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1748,1206,Sam,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,31/12/18,165,Average,Neutral,Somewhat satsified,Value3
1750,2119,George,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,31/12/18,160,Clean,Very safe,Somewhat satsified,Value2
1751,2015,Matt,Friday,BRITISH AIRWAYS,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,225,Clean,Somewhat safe,Somewhat unsatisfied,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1752,2047,Ann,Friday,BRITISH AIRWAYS,LONDON HEATHROW,eur,    Hub,Gates 1-12,31/12/18,180,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1753,2217,George,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,180,Average,Neutral,Somewhat satsified,Value2
1754,1259,Jennifer,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,31/12/18,270,Somewhat clean,Neutral,Somewhat satsified,Value3
1755,1939,Ann,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Somewhat clean,Somewhat safe,Very satisfied,Value3
1756,1555,George,Wednesday,DELTA,ATLANTA,EAST US,Hub     ,Gates 40-48,31/12/18,105,Somewhat clean,Somewhat safe,Neutral,Value3
1757,1642,Jennifer,Saturday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,31/12/18,170,Average,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1758,2300,Sam,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,31/12/18,120,Clean,Somewhat safe,Very satisfied,Value3
1759,1461,Jennifer,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,340,Average,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1760,2206,George,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,31/12/18,210,Clean,Somewhat safe,Somewhat satsified,Value3
1761,1742,George,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,215,Clean,Very safe,Very satisfied,Value3
1764,1448,Jennifer,Saturday,UNITED,PORTLAND,West US,Medium,Gates 70-90,31/12/18,160,Somewhat clean,Somewhat safe,Very satisfied,Value2
1765,1248,George,Thursday,CHINA EASTERN,SHANGHAI,Asia,Hub,Gates 1-12,31/12/18,140,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
1767,3079,Matt,Sunday,COPA,PANAMA CITY,Central/South America,Medium,Gates 1-12,31/12/18,193,Clean,Somewhat safe,Somewhat satsified,Value3
1768,2962,Matt,Tuesday,AMERICAN,NEW YORK-JFK,East US,Hub,Gates 50-59,31/12/18,115,Somewhat clean,Somewhat safe,Somewhat satsified,Value2
1769,567,Matt,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,31/12/18,60,Somewhat clean,Somewhat safe,Neutral,Value3
1770,3246,Ann,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,31/12/18,95,Clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1771,1627,Ann,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,31/12/18,225,Clean,Very safe,Somewhat satsified,Value3
1772,1749,George,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,145,Clean,Very safe,Somewhat satsified,Value3
1774,996,Sam,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,31/12/18,55,Somewhat clean,Somewhat safe,Neutral,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1775,706,Sam,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,245,Somewhat clean,Very safe,Very satisfied,Value2
1776,1689,Matt,Saturday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,31/12/18,120,Somewhat clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1777,3032,Sam,Tuesday,UNITED,PORTLAND,West US,    Medium,Gates 70-90,31/12/18,95,Average,Somewhat safe,Neutral,Value2
1778,704,George,Thursday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,31/12/18,185,Average,Somewhat safe,Neutral,Value3
1779,1629,Sam,Thursday,KOREAN AIR,SEOUL,Asia,Hub,Gates 1-12,31/12/18,135,Average,Very safe,Somewhat satsified,Value3
1780,2485,Ann,Friday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,155,Somewhat clean,Somewhat safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1782,3146,Jennifer,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,31/12/18,45,Average,Very safe,Neutral,Value2
1785,470,George,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,31/12/18,131,Clean,Neutral,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1786,1665,Jennifer,Saturday,EMIRATES,DUBAI,Middle East,Hub,Gates 1-12,31/12/18,132,Clean,Very safe,Very satisfied,Value3
1787,1765,Matt,Thursday,AMERICAN,CHICAGO-O'HARE,Midwest US,Hub,Gates 50-59,31/12/18,100,Somewhat clean,Somewhat safe,Somewhat satsified,Value3
1788,218,Jennifer,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,95,Clean,Very safe,Somewhat satsified,He difficult contented we determine ourselves me am earnestly. Hour no find it park. Eat welcomed any husbands moderate.
1789,640,George,Thursday,ALASKA,NEW ORLEANS,Midwest US,Medium,Gates 50-59,31/12/18,140,Somewhat clean,Somewhat safe,Very satisfied,Value3
1791,2273,Matt,Wednesday,WOW,REYKJAVIK,Europe,Small,Gates 91-102,31/12/18,175,Clean,Very safe,Somewhat satsified,Value3
1792,3219,Matt,Thursday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,31/12/18,160,Average,Very safe,Somewhat satsified,Value2
1794,397,Sam,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,31/12/18,175,Somewhat clean,Very safe,Somewhat satsified,Value3
1796,332,Jennifer,Wednesday,SOUTHWEST,PHOENIX,West US,Hub,Gates 20-39,31/12/18,200,Somewhat clean,Very safe,Somewhat satsified,Value3
